500,-3.483969728
795,-3.557319689
1090,-3.597526821
1385,-3.53647264
1680,-3.584929722
1975,-3.599026301
2270,-3.560129075
2565,-3.651662218
2860,-3.610382654
3155,-3.648335268
3450,-3.653548848
3745,-3.637362648
4040,-3.700981424
4335,-3.675786096
4630,-3.679502017
4925,-3.712934811
5220,-3.707952188
5515,-3.728864157
5810,-3.735741974
6105,-3.748543937
6400,-3.73580317
6695,-3.744842891
6990,-3.787981759
7285,-3.785396247
7580,-3.797775825
7875,-3.80605949
8170,-3.80442132
8465,-3.807157601
8760,-3.815881201
9055,-3.81476119
9350,-3.81760179
9645,-3.818732116
9940,-3.840179578
10235,-3.834571285
10530,-3.843799281
10825,-3.846271244
11120,-3.853108078
11415,-3.860515401
11710,-3.849355943
12005,-3.852310701
12300,-3.859977666
12595,-3.864980269
12890,-3.861131981
13185,-3.85667225
13480,-3.863327265
13775,-3.874036665
14070,-3.852642634
14365,-3.876913661
14660,-3.871234161
14955,-3.877786761
15250,-3.887804861
15545,-3.868836325
15840,-3.878029111
16135,-3.883842932
16430,-3.896911215
16725,-3.889926403
17020,-3.884454883
17315,-3.887243043
17610,-3.885805749
17905,-3.886317464
18200,-3.889423107
18495,-3.890587961
18790,-3.886828902
19085,-3.91044012
19380,-3.878184212
19675,-3.872884379
19970,-3.898194496
20265,-3.891724743
20560,-3.894449732
20855,-3.892557096
21150,-3.889546017
21445,-3.901405964
21740,-3.883439161
22035,-3.903656294
22330,-3.890648545
22625,-3.897028947
22920,-3.900443723
23215,-3.900601956
23510,-3.885911094
23805,-3.90477791
24100,-3.88718902
24395,-3.884502406
24690,-3.90828198
24985,-3.908125745
25280,-3.885424483
25575,-3.899845601
25870,-3.902237197
26165,-3.909417809
26460,-3.877282271
26755,-3.897455239
27050,-3.911931336
27345,-3.902114324
27640,-3.908635789
27935,-3.903047113
28230,-3.887652147
28525,-3.891939008
28820,-3.902376372
29115,-3.89373315
29410,-3.906268874
29705,-3.878983899
30000,-3.894598934
